C76009,A-5804507,15 March 2024,not available,not available,AED,CANCELLED,,,needs review,,Y24,64,needs review,,,x,,x
C65282,A-1075848,18 March 2024,335.49,(335.49),USD,Closed,,,,,0,,,,,,,
C98339,A-2722837,2024-03-28,(16692.42),"16,692.42",OMR,Pending,,,,,Y24,,,,,,x,
C11303,A-3427828,Mar-10-24,21512.48,21524.25762254859,OMR,Open,x,,needs review,,Y24,51,needs review,x,,,,
C24026,A-2294111,32/13/2023,14229.41,14225.689652519057,EUR,Pending,x,,needs review,,Y24,68,needs review,,x,,,
C48524,A-8102916,Mar-25-24,2815.641595727352,2734.758211339261,GBP,CANCELLED,,,needs review,,0,m3,needs review,,,x,x,
C80456,A-3802551,0000-00-00,5275.80635715957,(5320.21),OMR,Closed,,,ok,,Y24,m3,ok,,,,x,
C30047,A-8534059,10 March 2024,26886.77,26866.54956322104,EUR,,,junk,ok,,Y24,,ok,,,,,
,A-4841380,Mar-21-24,-7318.06,-7318.06,GBP,Pending,,,ok,,Y24,81,ok,,,,,
,A-2350515,09 March 2024,(6143.59),"-6,113.81",EUR,,,,ok,,,m3,ok,,,,,
C88222,A-8715075,,18920.65896498457,,SAR,Closed,,,ok,,0,,ok,,,,,
