C67223,,26 May 2024,11291.378574229951,(11313.83),EUR,Pending,AUH,ok,,,,m5,EUR,,,
C95867,A-5867439,,-2755.91,-2755.91,GBP,Pending,UAQ,!!!,junk,,,,GBP,,,
C11095,A-3066318,27/05/2024,,13029.51,OMR,Open,RAK,ok,,,Y24,m5,omr ,,,x
C45906,A-9706942,,27630.85,27630.85,EUR,CANCELLED,UAQ,needs review,,,,,EUR,,,
C95042,A-4817421,2024-05-23 00:00:00,7263.09,7263.09,EUR,Open,DXB,,,,Y24,m5,EUR,,,
C79054,A-1555709,2024-05-04,,(20492.16),GBP,Pending,SHJ,!!!,junk,,Y24,60,GBP,,,
C62012,A-4997752,2024-05-19,,3998.23,AED,In Review,AUH,ملاحظة,,,Y24,,AED,x,,x
C59422,A-2470845,,,13310.12,sar ,Pending,RAK,ok,,,Y24,m5,SAR,,,
,A-9126958,2024-05-26,11404.14,11404.14,AED,Pending,AAN,ملاحظة,,,Y24,m5,AED,,,
C20877,A-1055531,22 May 2024,(8341.64),8383.66,USD,CANCELLED,AAN,,,junk,Y24,36,USD,,,
C25085,A-1687352,2024-05-08 00:00:00,13822.72550787611,13797.13,USD,CANCELLED,FJR,,,,0,m5,USD,,,x
C99669,A-9527997,2024-05-07,"16,370.20",16370.2,USD,,DXB,!!!,,junk,0,m5,USD,x,,x
C93386,A-4991581,19/05/2024,1078.15,1078.15,OMR,,AAN,ok,,junk,Y24,m5,OMR,,,
C98025,A-1438967,2024-05-15,,11175.15141372247,EUR,In Review,RAK,!!!,,,Y24,m5,eur ,x,,
C68436,A-9637971,0000-00-00,249.89754945702242,221.66,SAR,CANCELLED,UAQ,,,,Y24,m5,SAR,,,x
C67400,A-8282520,32/13/2023,,8049.55,SAR,Closed,DXB,ملاحظة,,,Y24,m5,SAR,,,
,A-5444118,,13514.55629086413,,EUR,In Review,FJR,needs review,junk,junk,Y24,m5,EUR,,,
