C64954,A-1727312,2021-09-13,23710.27,23710.27,OMR,CANCELLED,SHJ,ok,,,Y21,59,ok,,,
C21196,A-1732279,13/09/2021,8708.202544103277,,omr ,In Review,DXB,needs review,,,Y21,m9,needs review,,,
C94563,A/10245,2021-09-19,"13,498.49",(13498.49),AED,Closed,UAQ,ok,x,,Y21,,ok,,,
C22574,A-3652392,2021-09-14 00:00:00,12959.89,"12,959.89",EUR,In Review,AUH,needs review,,,Y21,12,needs review,,,
C67625,A-7591997,12/09/2021,15433.56,,OMR,Closed,DXB,ok,,,Y21,m9,ok,,,
C65237,A-8464409,25/09/2021,,18204.38,SAR,,AUH,ok,,,Y21,m9,ok,,,
C46016,A/68927,Sep-26-21,,17188.69,SAR,Pending,SHJ,ملاحظة,,junk,,m9,ملاحظة,x,,
,A-3299351,32/13/2023,,(4131.69),AED,Open,DXB,ok,,,0,54,ok,,,
C65576,A-9592195,2021-09-09,-1915.99,,EUR,Closed,AUH,!!!,,,0,m9,!!!,x,,
C11119,A-9949005,28 September 2021,,16934.96239096683,USD,Open,UAQ,,,,Y21,m9,,,,
,A-5535697,2021-09-23,8660.295608841525,,GBP,Open,AAN,!!!,,,Y21,m9,!!!,,,
C17327,A-7331790,2021-09-09,,"27,376.86",AED,,SHJ,needs review,,,,m9,needs review,x,,
C55902,A-6607448,2021-09-14,6075.55,"6,075.55",EUR,Open,AUH,,,,1,m9,,,,
C19642,A/14543,2021-09-04,21525.15,21535.77568734943,USD,,UAQ,ok,x,,1,,ok,,,x
C26339,A-7243668,25/09/2021,"-6,120.82","-6,081.69",AED,,RAK,ok,,,Y21,,ok,,,
C51096,,2021-09-26,26583.17303306144,"26,537.75",OMR,,FJR,ملاحظة,,,0,,ملاحظة,,,
