C73349,A-3792713,03/03/2021,-5018.63,,EUR,CANCELLED,DXB,!!!,!!!,,0,19,DXB,,,,,
C71970,A-5782453,32/13/2023,25927.09432711507,25905.91,AED,,AAN,ok,ok,,Y21,,AAN,,,,,x
C62342,,18/03/2021,"20,250.45",20262.24,OMR,CANCELLED,RAK,needs review,needs review,,Y21,30,RAK,,,,,x
,A-8247800,2021-03-17 00:00:00,"19,353.70",(19353.70),GBP,In Review,SHJ,!!!,!!!,,0,,SHJ,,,,x,
C53946,A-6679143,0000-00-00,-1805.64,-1805.64,SAR,Closed,DXB,ملاحظة,ملاحظة,,0,m3,DXB,,,,,
C79707,A/83962,32/13/2023,-4962.73,-4994.749801997991,AED,Pending,SHJ,,,,1,m3,SHJ,,,,,
C73722,A-8523312,2021-03-12,6741.036457216156,"6,753.94",SAR,Open,AAN,!!!,!!!,,Y21,m3,AAN,,,,,
C17694,A-4980521,Mar-06-21,5863.79,,aed ,In Review,AAN,ok,ok,,,,  AAN,x,,,,
C52163,A-5586124,2021-03-22,"-2,791.64",-2791.64,EUR,Pending,FJR,needs review,needs review,,1,m3,FJR,x,,,,
C88265,A-7224257,06/03/2021,15428.18,15428.18,AED,Pending,FJR,needs review,needs review,,Y21,m3,FJR,,,,,
C13561,A-4339467,2021-03-12,8766.32,8766.32,OMR,,FJR,!!!,!!!,,Y21,m3,FJR,,,,,
C22723,A/91016,0000-00-00,26880.23,"26,860.26",GBP,Open,AAN,,,,0,,AAN,,x,,,
C70293,A-1116024,2021-03-18,"-6,131.31",-6131.31,USD,Closed,FJR,,,,,21,FJR,x,,,,
C37568,A-7792633,05 March 2021,-930.35,not available,GBP,Closed,AAN,ok,ok,,,m3,AAN,,,,,
C10017,A-4169197,Mar-23-21,"-1,391.98",-1342.89,EUR,Pending,DXB,ok,ok,,Y21,19,DXB,,,,,
C19101,A-4710067,20/03/2021,(19231.60),19230.87631352052,SAR,,AAN,!!!,!!!,,0,,AAN,,,,,
C68058,A-7065068,01 March 2021,(22307.68),22307.68,EUR,In Review,AAN,ok,ok,,Y21,m3,AAN,,,,,
,A-8209168,12 March 2021,-6456.737149309684,-6479.63,OMR,CANCELLED,DXB,,,,1,,DXB,,,,,
C46411,A-2298335,Mar-18-21,,18830.5,SAR,Open,RAK,,,,,,RAK,,,,,
C95316,A-2750356,2021-03-18 00:00:00,,13390.94990134375,EUR,Closed,AAN,ok,ok,,Y21,m3,AAN,,,,,
C75691,A-3160366,2021-03-17 00:00:00,(16402.47),16432.48,OMR,CANCELLED,AUH,ok,ok,,Y21,m3,AUH,x,,,,
C68172,A/25271,2021-03-22,12579.91,12579.91,AED,,  RAK,,,,Y21,,RAK,,,,,
,A-6410210,2021-03-22,5622.01,,SAR,Pending,AUH,!!!,!!!,,Y21,m3,  AUH,,,,,
C44080,A-9594836,32/13/2023,,,aed ,Closed,UAQ,,,,Y21,,UAQ,,,,,
C16358,A-9970343,11 March 2021,15131.11,15163.236910906528,EUR,,AUH,ok,ok,,0,65,AUH,,,,,
C15536,A-6938085,32/13/2023,not available,20568.1,SAR,Pending,RAK,!!!,!!!,,0,73,RAK,,,x,x,x
,A-3347334,03/03/2021,15199.92,15199.92,AED,CANCELLED,DXB,,,,Y21,22,  DXB,x,,,,
C10484,A-3166549,2021-03-07 00:00:00,,16358.79945089651,SAR,,RAK,,,,Y21,m3,RAK,,,,x,
C10326,A-4049985,23 March 2021,not available,28731.04,OMR,Open,AAN,ok,ok,junk,Y21,m3,AAN,,,,,
,A-3873313,2021-03-19 00:00:00,23445.93,23445.93,AED,Open,FJR,,,,Y21,,FJR,,,,,
,A-1667591,17/03/2021,"9,611.43",,AED,Pending,RAK,ok,ok,,1,81,RAK,x,,,,
C62317,A/15010,0000-00-00,"21,881.35",21909.76379848303,GBP,Open,FJR,,,,0,m3,FJR,,,,x,
C25521,A-3213840,28 March 2021,"-2,424.09",-2424.09,GBP,Closed,  SHJ,needs review,needs review,,Y21,75,SHJ,,x,,x,
C54344,A-8484166,2021-03-07,"8,787.68",8805.85,OMR,Open,UAQ,ok,ok,,Y21,m3,UAQ,,,x,,
C80437,A-2280938,17 March 2021,25735.03,25735.03,AED,,FJR,ok,ok,,,,FJR,,,,x,
,A-3384438,18/03/2021,,,OMR,Pending,AAN,needs review,needs review,,Y21,70,AAN,,,x,,
C69376,A/78830,2021-03-12,17418.8226728958,17435.68,OMR,CANCELLED,DXB,ok,ok,,,,DXB,,,,,
C80456,A-8262193,2021-03-09,9736.650189708424,,USD,Pending,AAN,,,,1,m3,AAN,,,,x,
