C46674,A-2863449,Oct-16-23,8155.996192392284,,EUR,,FJR,,,,,19,,,,
C82677,A-4362331,Oct-11-23,23775.1,23748.41161749173,AED,,UAQ,needs review,needs review,junk,Y23,m10,,,,
C11380,A/11332,32/13/2023,not available,(21468.86),USD,,AUH,!!!,!!!,,0,21,,,,
C76128,A/38685,Oct-16-23,(7114.36),,EUR,Pending,  FJR,needs review,needs review,,,m10,,,,
C17821,A-3242204,,24788.92,24788.92,AED,,FJR,needs review,needs review,,Y23,m10,,,,
C92980,A-3373596,Oct-25-23,17375.3,,GBP,Pending,RAK,needs review,needs review,junk,,m10,,,,
C40481,A/64566,16/10/2023,(29462.81),29430.799923030183,EUR,Closed,RAK,needs review,needs review,,1,,,,,
C42656,A-3333165,02/10/2023,-5445.98,"-5,445.98",USD,Pending,RAK,needs review,needs review,,Y23,m10,x,,,
,A-6861704,14/10/2023,"-3,014.99","-3,014.99",USD,,DXB,!!!,!!!,,Y23,,,x,,
,A-3437709,03 October 2023,(6806.01),6806.01,OMR,,AAN,,,,Y23,m10,,,,
C23982,A/11320,Oct-05-23,19799.76,19799.76,USD,Open,  UAQ,needs review,needs review,junk,Y23,,,,,
C80155,A-8303867,2023-10-01 00:00:00,-7144.425794181411,,OMR,,UAQ,needs review,needs review,,,,,,,
